laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN2211700000000,22,117,"Washington Parish, LA",2006,"15,527","14,614",913,5.9
CN2211900000000,22,119,"Webster Parish, LA",2006,"19,677","18,808",869,4.4
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2006,"10,410","9,956",454,4.4
CN2212300000000,22,123,"West Carroll Parish, LA",2006,"5,055","4,712",343,6.8
CN2212500000000,22,125,"West Feliciana Parish, LA",2006,"4,830","4,572",258,5.3
CN2212700000000,22,127,"Winn Parish, LA",2006,"6,349","6,062",287,4.5
CN2300100000000,23,1,"Androscoggin , ME",2006,"57,735","55,073","2,662",4.6
CN2300300000000,23,3,"Aroostook , ME",2006,"35,544","33,233","2,311",6.5
CN2300500000000,23,5,"Cumberland , ME",2006,"156,163","150,916","5,247",3.4
CN2300700000000,23,7,"Franklin , ME",2006,"14,398","13,574",824,5.7
CN2300900000000,23,9,"Hancock , ME",2006,"29,801","28,224","1,577",5.3
CN2301100000000,23,11,"Kennebec , ME",2006,"63,015","60,232","2,783",4.4
CN2301300000000,23,13,"Knox , ME",2006,"21,421","20,521",900,4.2
CN2301500000000,23,15,"Lincoln , ME",2006,"18,493","17,715",778,4.2
CN2301700000000,23,17,"Oxford , ME",2006,"28,503","26,889","1,614",5.7
CN2301900000000,23,19,"Penobscot , ME",2006,"77,596","73,751","3,845",5
CN2302100000000,23,21,"Piscataquis , ME",2006,"7,537","7,035",502,6.7
CN2302300000000,23,23,"Sagadahoc , ME",2006,"18,721","17,977",744,4
CN2302500000000,23,25,"Somerset , ME",2006,"25,193","23,489","1,704",6.8
CN2302700000000,23,27,"Waldo , ME",2006,"19,537","18,528","1,009",5.2
CN2302900000000,23,29,"Washington , ME",2006,"15,182","14,040","1,142",7.5
CN2303100000000,23,31,"York , ME",2006,"112,709","108,346","4,363",3.9
CN2400100000000,24,1,"Allegany , MD",2006,"35,178","33,192","1,986",5.6
CN2400300000000,24,3,"Anne Arundel , MD",2006,"277,964","268,698","9,266",3.3
CN2400500000000,24,5,"Baltimore , MD",2006,"425,938","409,160","16,778",3.9
CN2400900000000,24,9,"Calvert , MD",2006,"47,040","45,559","1,481",3.1
CN2401100000000,24,11,"Caroline , MD",2006,"16,060","15,359",701,4.4
CN2401300000000,24,13,"Carroll , MD",2006,"94,352","91,368","2,984",3.2
CN2401500000000,24,15,"Cecil , MD",2006,"50,626","48,411","2,215",4.4
CN2401700000000,24,17,"Charles , MD",2006,"74,435","72,087","2,348",3.2
CN2401900000000,24,19,"Dorchester , MD",2006,"16,762","15,802",960,5.7
CN2402100000000,24,21,"Frederick , MD",2006,"122,779","118,916","3,863",3.1
CN2402300000000,24,23,"Garrett , MD",2006,"16,763","15,950",813,4.8
CN2402500000000,24,25,"Harford , MD",2006,"132,228","127,445","4,783",3.6
CN2402700000000,24,27,"Howard , MD",2006,"158,285","153,768","4,517",2.9
CN2402900000000,24,29,"Kent , MD",2006,"11,004","10,576",428,3.9
CN2403100000000,24,31,"Montgomery , MD",2006,"510,593","495,926","14,667",2.9
CN2403300000000,24,33,"Prince George's , MD",2006,"444,907","426,421","18,486",4.2
CN2403500000000,24,35,"Queen Anne's , MD",2006,"25,798","24,931",867,3.4
CN2403700000000,24,37,"St. Mary's , MD",2006,"50,472","48,769","1,703",3.4
CN2403900000000,24,39,"Somerset , MD",2006,"11,270","10,647",623,5.5
CN2404100000000,24,41,"Talbot , MD",2006,"18,944","18,264",680,3.6
CN2404300000000,24,43,"Washington , MD",2006,"68,305","65,252","3,053",4.5
CN2404500000000,24,45,"Wicomico , MD",2006,"52,187","50,060","2,127",4.1
CN2404700000000,24,47,"Worcester , MD",2006,"28,224","26,524","1,700",6
CN2451000000000,24,510,"Baltimore city, MD",2006,"273,753","256,270","17,483",6.4
CN2500100000000,25,1,"Barnstable , MA",2006,"122,283","116,033","6,250",5.1
CN2500300000000,25,3,"Berkshire , MA",2006,"73,357","70,095","3,262",4.4
CN2500500000000,25,5,"Bristol , MA",2006,"290,313","272,487","17,826",6.1
CN2500700000000,25,7,"Dukes , MA",2006,"11,053","10,611",442,4
CN2500900000000,25,9,"Essex , MA",2006,"373,881","354,214","19,667",5.3
CN2501100000000,25,11,"Franklin , MA",2006,"39,639","37,879","1,760",4.4
CN2501300000000,25,13,"Hampden , MA",2006,"225,031","211,464","13,567",6
CN2501500000000,25,15,"Hampshire , MA",2006,"88,355","84,769","3,586",4.1
CN2501700000000,25,17,"Middlesex , MA",2006,"811,087","778,141","32,946",4.1
CN2501900000000,25,19,"Nantucket /town, MA",2006,"8,396","8,197",199,2.4
CN2502100000000,25,21,"Norfolk , MA",2006,"351,993","336,899","15,094",4.3
CN2502300000000,25,23,"Plymouth , MA",2006,"258,422","245,440","12,982",5
CN2502500000000,25,25,"Suffolk , MA",2006,"357,971","339,648","18,323",5.1
CN2502700000000,25,27,"Worcester , MA",2006,"401,558","380,437","21,121",5.3
CN2600100000000,26,1,"Alcona , MI",2006,"4,461","3,977",484,10.8
CN2600300000000,26,3,"Alger , MI",2006,"4,477","4,113",364,8.1
CN2600500000000,26,5,"Allegan , MI",2006,"56,445","52,889","3,556",6.3
CN2600700000000,26,7,"Alpena , MI",2006,"14,977","13,796","1,181",7.9
CN2600900000000,26,9,"Antrim , MI",2006,"11,992","11,028",964,8
CN2601100000000,26,11,"Arenac , MI",2006,"7,902","7,093",809,10.2
CN2601300000000,26,13,"Baraga , MI",2006,"4,258","3,770",488,11.5
CN2601500000000,26,15,"Barry , MI",2006,"31,110","29,434","1,676",5.4
CN2601700000000,26,17,"Bay , MI",2006,"55,765","51,761","4,004",7.2
CN2601900000000,26,19,"Benzie , MI",2006,"9,174","8,445",729,7.9
CN2602100000000,26,21,"Berrien , MI",2006,"78,916","73,194","5,722",7.3
CN2602300000000,26,23,"Branch , MI",2006,"22,658","20,926","1,732",7.6
CN2602500000000,26,25,"Calhoun , MI",2006,"70,774","65,679","5,095",7.2
CN2602700000000,26,27,"Cass , MI",2006,"27,464","25,943","1,521",5.5
CN2602900000000,26,29,"Charlevoix , MI",2006,"14,301","13,163","1,138",8
CN2603100000000,26,31,"Cheboygan , MI",2006,"12,887","11,580","1,307",10.1
CN2603300000000,26,33,"Chippewa , MI",2006,"17,648","16,091","1,557",8.8
CN2603500000000,26,35,"Clare , MI",2006,"13,364","11,932","1,432",10.7
CN2603700000000,26,37,"Clinton , MI",2006,"38,029","35,971","2,058",5.4
CN2603900000000,26,39,"Crawford , MI",2006,"6,811","6,274",537,7.9
CN2604100000000,26,41,"Delta , MI",2006,"20,541","19,014","1,527",7.4
CN2604300000000,26,43,"Dickinson , MI",2006,"14,494","13,636",858,5.9
CN2604500000000,26,45,"Eaton , MI",2006,"59,180","55,957","3,223",5.4
CN2604700000000,26,47,"Emmet , MI",2006,"20,001","18,238","1,763",8.8
CN2604900000000,26,49,"Genesee , MI",2006,"212,294","194,333","17,961",8.5
CN2605100000000,26,51,"Gladwin , MI",2006,"10,958","9,850","1,108",10.1
CN2605300000000,26,53,"Gogebic , MI",2006,"7,782","7,179",603,7.7
CN2605500000000,26,55,"Grand Traverse , MI",2006,"49,164","46,110","3,054",6.2
CN2605700000000,26,57,"Gratiot , MI",2006,"20,342","18,541","1,801",8.9
CN2605900000000,26,59,"Hillsdale , MI",2006,"22,385","20,589","1,796",8
CN2606100000000,26,61,"Houghton , MI",2006,"17,820","16,555","1,265",7.1
CN2606300000000,26,63,"Huron , MI",2006,"17,332","15,882","1,450",8.4
CN2606500000000,26,65,"Ingham , MI",2006,"153,139","143,147","9,992",6.5
CN2606700000000,26,67,"Ionia , MI",2006,"31,552","28,883","2,669",8.5
CN2606900000000,26,69,"Iosco , MI",2006,"11,184","10,135","1,049",9.4
CN2607100000000,26,71,"Iron , MI",2006,"6,008","5,560",448,7.5
CN2607300000000,26,73,"Isabella , MI",2006,"38,165","36,125","2,040",5.3
CN2607500000000,26,75,"Jackson , MI",2006,"78,168","72,349","5,819",7.4
CN2607700000000,26,77,"Kalamazoo , MI",2006,"133,847","126,658","7,189",5.4
CN2607900000000,26,79,"Kalkaska , MI",2006,"8,886","8,173",713,8
CN2608100000000,26,81,"Kent , MI",2006,"324,689","305,699","18,990",5.8
CN2608300000000,26,83,"Keweenaw , MI",2006,"1,075",964,111,10.3
CN2608500000000,26,85,"Lake , MI",2006,"4,222","3,768",454,10.8
CN2608700000000,26,87,"Lapeer , MI",2006,"45,400","41,920","3,480",7.7
CN2608900000000,26,89,"Leelanau , MI",2006,"11,588","10,982",606,5.2
CN2609100000000,26,91,"Lenawee , MI",2006,"50,177","46,363","3,814",7.6
CN2609300000000,26,93,"Livingston , MI",2006,"96,337","91,350","4,987",5.2
CN2609500000000,26,95,"Luce , MI",2006,"2,859","2,635",224,7.8
CN2609700000000,26,97,"Mackinac , MI",2006,"6,546","5,898",648,9.9
CN2609900000000,26,99,"Macomb , MI",2006,"425,611","395,735","29,876",7
CN2610100000000,26,101,"Manistee , MI",2006,"12,299","11,230","1,069",8.7
CN2610300000000,26,103,"Marquette , MI",2006,"35,952","33,704","2,248",6.3
CN2610500000000,26,105,"Mason , MI",2006,"15,089","13,854","1,235",8.2
CN2610700000000,26,107,"Mecosta , MI",2006,"20,391","18,827","1,564",7.7
CN2610900000000,26,109,"Menominee , MI",2006,"13,142","12,276",866,6.6
CN2611100000000,26,111,"Midland , MI",2006,"42,326","39,865","2,461",5.8
CN2611300000000,26,113,"Missaukee , MI",2006,"6,715","6,180",535,8
CN2611500000000,26,115,"Monroe , MI",2006,"78,710","73,405","5,305",6.7
CN2611700000000,26,117,"Montcalm , MI",2006,"28,428","24,656","3,772",13.3
CN2611900000000,26,119,"Montmorency , MI",2006,"4,353","3,817",536,12.3
CN2612100000000,26,121,"Muskegon , MI",2006,"90,509","84,055","6,454",7.1
CN2612300000000,26,123,"Newaygo , MI",2006,"23,429","21,688","1,741",7.4
CN2612500000000,26,125,"Oakland , MI",2006,"634,540","598,658","35,882",5.7
CN2612700000000,26,127,"Oceana , MI",2006,"14,760","13,470","1,290",8.7
CN2612900000000,26,129,"Ogemaw , MI",2006,"9,842","9,012",830,8.4
CN2613100000000,26,131,"Ontonagon , MI",2006,"3,531","3,243",288,8.2
CN2613300000000,26,133,"Osceola , MI",2006,"10,243","9,468",775,7.6
CN2613500000000,26,135,"Oscoda , MI",2006,"4,085","3,643",442,10.8
CN2613700000000,26,137,"Otsego , MI",2006,"12,625","11,549","1,076",8.5
CN2613900000000,26,139,"Ottawa , MI",2006,"137,253","129,698","7,555",5.5
CN2614100000000,26,141,"Presque Isle , MI",2006,"6,233","5,459",774,12.4
CN2614300000000,26,143,"Roscommon , MI",2006,"10,950","9,907","1,043",9.5
CN2614500000000,26,145,"Saginaw , MI",2006,"98,712","91,076","7,636",7.7
CN2614700000000,26,147,"St. Clair , MI",2006,"84,801","78,121","6,680",7.9
CN2614900000000,26,149,"St. Joseph , MI",2006,"31,549","29,424","2,125",6.7
CN2615100000000,26,151,"Sanilac , MI",2006,"22,618","20,623","1,995",8.8
CN2615300000000,26,153,"Schoolcraft , MI",2006,"4,076","3,633",443,10.9
CN2615500000000,26,155,"Shiawassee , MI",2006,"36,785","33,700","3,085",8.4
CN2615700000000,26,157,"Tuscola , MI",2006,"29,306","26,738","2,568",8.8
CN2615900000000,26,159,"Van Buren , MI",2006,"41,245","38,381","2,864",6.9
CN2616100000000,26,161,"Washtenaw , MI",2006,"190,167","181,037","9,130",4.8
CN2616300000000,26,163,"Wayne , MI",2006,"901,905","827,726","74,179",8.2
CN2616500000000,26,165,"Wexford , MI",2006,"14,939","13,684","1,255",8.4
CN2700100000000,27,1,"Aitkin , MN",2006,"7,755","7,297",458,5.9
CN2700300000000,27,3,"Anoka , MN",2006,"190,346","182,942","7,404",3.9
CN2700500000000,27,5,"Becker , MN",2006,"16,807","15,951",856,5.1
CN2700700000000,27,7,"Beltrami , MN",2006,"21,093","20,001","1,092",5.2
CN2700900000000,27,9,"Benton , MN",2006,"22,332","21,341",991,4.4
CN2701100000000,27,11,"Big Stone , MN",2006,"2,808","2,686",122,4.3
CN2701300000000,27,13,"Blue Earth , MN",2006,"35,989","34,813","1,176",3.3
CN2701500000000,27,15,"Brown , MN",2006,"14,874","14,223",651,4.4
CN2701700000000,27,17,"Carlton , MN",2006,"17,143","16,248",895,5.2
CN2701900000000,27,19,"Carver , MN",2006,"49,222","47,605","1,617",3.3
CN2702100000000,27,21,"Cass , MN",2006,"14,365","13,454",911,6.3
CN2702300000000,27,23,"Chippewa , MN",2006,"7,136","6,864",272,3.8
CN2702500000000,27,25,"Chisago , MN",2006,"27,408","26,085","1,323",4.8
CN2702700000000,27,27,"Clay , MN",2006,"31,273","30,273","1,000",3.2
CN2702900000000,27,29,"Clearwater , MN",2006,"3,794","3,424",370,9.8
CN2703100000000,27,31,"Cook , MN",2006,"3,171","3,031",140,4.4
CN2703300000000,27,33,"Cottonwood , MN",2006,"6,402","6,119",283,4.4
CN2703500000000,27,35,"Crow Wing , MN",2006,"32,307","30,720","1,587",4.9
CN2703700000000,27,37,"Dakota , MN",2006,"228,974","220,905","8,069",3.5
CN2703900000000,27,39,"Dodge , MN",2006,"11,106","10,695",411,3.7
CN2704100000000,27,41,"Douglas , MN",2006,"20,004","19,237",767,3.8
CN2704300000000,27,43,"Faribault , MN",2006,"7,842","7,493",349,4.5
CN2704500000000,27,45,"Fillmore , MN",2006,"11,207","10,746",461,4.1
CN2704700000000,27,47,"Freeborn , MN",2006,"16,310","15,591",719,4.4
CN2704900000000,27,49,"Goodhue , MN",2006,"24,806","23,750","1,056",4.3
CN2705100000000,27,51,"Grant , MN",2006,"3,039","2,880",159,5.2
CN2705300000000,27,53,"Hennepin , MN",2006,"649,356","626,223","23,133",3.6
CN2705500000000,27,55,"Houston , MN",2006,"11,233","10,754",479,4.3
CN2705700000000,27,57,"Hubbard , MN",2006,"9,552","9,024",528,5.5
CN2705900000000,27,59,"Isanti , MN",2006,"21,431","20,387","1,044",4.9
CN2706100000000,27,61,"Itasca , MN",2006,"22,224","20,887","1,337",6
CN2706300000000,27,63,"Jackson , MN",2006,"6,663","6,405",258,3.9
CN2706500000000,27,65,"Kanabec , MN",2006,"7,779","7,238",541,7
CN2706700000000,27,67,"Kandiyohi , MN",2006,"23,206","22,302",904,3.9
CN2706900000000,27,69,"Kittson , MN",2006,"2,582","2,442",140,5.4
CN2707100000000,27,71,"Koochiching , MN",2006,"6,648","6,210",438,6.6
CN2707300000000,27,73,"Lac qui Parle , MN",2006,"4,092","3,939",153,3.7
CN2707500000000,27,75,"Lake , MN",2006,"6,078","5,829",249,4.1
CN2707700000000,27,77,"Lake of the Woods , MN",2006,"2,390","2,280",110,4.6
CN2707900000000,27,79,"Le Sueur , MN",2006,"14,165","13,403",762,5.4
CN2708100000000,27,81,"Lincoln , MN",2006,"3,315","3,195",120,3.6
CN2708300000000,27,83,"Lyon , MN",2006,"14,598","14,119",479,3.3
CN2708500000000,27,85,"McLeod , MN",2006,"20,469","19,648",821,4
CN2708700000000,27,87,"Mahnomen , MN",2006,"2,493","2,355",138,5.5
CN2708900000000,27,89,"Marshall , MN",2006,"5,296","4,934",362,6.8
CN2709100000000,27,91,"Martin , MN",2006,"11,196","10,723",473,4.2
CN2709300000000,27,93,"Meeker , MN",2006,"12,388","11,762",626,5.1
CN2709500000000,27,95,"Mille Lacs , MN",2006,"12,117","11,301",816,6.7
CN2709700000000,27,97,"Morrison , MN",2006,"17,246","16,295",951,5.5
CN2709900000000,27,99,"Mower , MN",2006,"20,159","19,390",769,3.8
CN2710100000000,27,101,"Murray , MN",2006,"5,465","5,252",213,3.9
CN2710300000000,27,103,"Nicollet , MN",2006,"19,331","18,725",606,3.1
CN2710500000000,27,105,"Nobles , MN",2006,"11,194","10,846",348,3.1
CN2710700000000,27,107,"Norman , MN",2006,"3,601","3,422",179,5
CN2710900000000,27,109,"Olmsted , MN",2006,"78,568","75,882","2,686",3.4
CN2711100000000,27,111,"Otter Tail , MN",2006,"29,160","27,742","1,418",4.9
CN2711300000000,27,113,"Pennington , MN",2006,"8,358","7,897",461,5.5
CN2711500000000,27,115,"Pine , MN",2006,"13,593","12,711",882,6.5
CN2711700000000,27,117,"Pipestone , MN",2006,"5,097","4,927",170,3.3
CN2711900000000,27,119,"Polk , MN",2006,"17,063","16,271",792,4.6
CN2712100000000,27,121,"Pope , MN",2006,"6,180","5,940",240,3.9
CN2712300000000,27,123,"Ramsey , MN",2006,"268,666","258,249","10,417",3.9
CN2712500000000,27,125,"Red Lake , MN",2006,"2,223","2,074",149,6.7
CN2712700000000,27,127,"Redwood , MN",2006,"8,088","7,760",328,4.1
CN2712900000000,27,129,"Renville , MN",2006,"8,284","7,882",402,4.9
CN2713100000000,27,131,"Rice , MN",2006,"31,709","30,340","1,369",4.3
CN2713300000000,27,133,"Rock , MN",2006,"4,964","4,825",139,2.8
CN2713500000000,27,135,"Roseau , MN",2006,"10,127","9,487",640,6.3
CN2713700000000,27,137,"St. Louis , MN",2006,"101,848","96,738","5,110",5
CN2713900000000,27,139,"Scott , MN",2006,"71,811","69,311","2,500",3.5
CN2714100000000,27,141,"Sherburne , MN",2006,"48,064","45,991","2,073",4.3
CN2714300000000,27,143,"Sibley , MN",2006,"8,731","8,365",366,4.2
CN2714500000000,27,145,"Stearns , MN",2006,"81,617","78,355","3,262",4
CN2714700000000,27,147,"Steele , MN",2006,"20,014","19,222",792,4
CN2714900000000,27,149,"Stevens , MN",2006,"5,665","5,473",192,3.4
CN2715100000000,27,151,"Swift , MN",2006,"5,298","5,068",230,4.3
CN2715300000000,27,153,"Todd , MN",2006,"12,351","11,713",638,5.2
CN2715500000000,27,155,"Traverse , MN",2006,"1,900","1,819",81,4.3
CN2715700000000,27,157,"Wabasha , MN",2006,"12,469","11,967",502,4
CN2715900000000,27,159,"Wadena , MN",2006,"6,293","5,865",428,6.8
CN2716100000000,27,161,"Waseca , MN",2006,"10,501","10,073",428,4.1
CN2716300000000,27,163,"Washington , MN",2006,"127,484","122,962","4,522",3.5
CN2716500000000,27,165,"Watonwan , MN",2006,"5,632","5,386",246,4.4
CN2716700000000,27,167,"Wilkin , MN",2006,"3,558","3,425",133,3.7
CN2716900000000,27,169,"Winona , MN",2006,"28,500","27,488","1,012",3.6
CN2717100000000,27,171,"Wright , MN",2006,"64,671","61,904","2,767",4.3
CN2717300000000,27,173,"Yellow Medicine , MN",2006,"5,572","5,344",228,4.1
CN2800100000000,28,1,"Adams , MS",2006,"13,227","12,329",898,6.8
CN2800300000000,28,3,"Alcorn , MS",2006,"15,434","14,319","1,115",7.2
CN2800500000000,28,5,"Amite , MS",2006,"5,152","4,840",312,6.1
CN2800700000000,28,7,"Attala , MS",2006,"7,452","6,880",572,7.7
CN2800900000000,28,9,"Benton , MS",2006,"2,936","2,675",261,8.9
CN2801100000000,28,11,"Bolivar , MS",2006,"15,642","14,362","1,280",8.2
CN2801300000000,28,13,"Calhoun , MS",2006,"6,216","5,744",472,7.6
CN2801500000000,28,15,"Carroll , MS",2006,"4,846","4,565",281,5.8
CN2801700000000,28,17,"Chickasaw , MS",2006,"7,629","6,965",664,8.7
CN2801900000000,28,19,"Choctaw , MS",2006,"3,462","3,205",257,7.4
CN2802100000000,28,21,"Claiborne , MS",2006,"3,564","3,183",381,10.7
CN2802300000000,28,23,"Clarke , MS",2006,"7,068","6,638",430,6.1
CN2802500000000,28,25,"Clay , MS",2006,"8,180","7,306",874,10.7
CN2802700000000,28,27,"Coahoma , MS",2006,"10,678","9,687",991,9.3
CN2802900000000,28,29,"Copiah , MS",2006,"12,102","11,274",828,6.8
CN2803100000000,28,31,"Covington , MS",2006,"8,591","8,106",485,5.6
CN2803300000000,28,33,"DeSoto , MS",2006,"73,926","70,983","2,943",4
CN2803500000000,28,35,"Forrest , MS",2006,"36,412","34,542","1,870",5.1
CN2803700000000,28,37,"Franklin , MS",2006,"3,153","2,944",209,6.6
CN2803900000000,28,39,"George , MS",2006,"8,817","8,020",797,9
CN2804100000000,28,41,"Greene , MS",2006,"4,924","4,560",364,7.4
CN2804300000000,28,43,"Grenada , MS",2006,"9,803","9,185",618,6.3
CN2804500000000,28,45,"Hancock , MS",2006,"18,207","16,455","1,752",9.6
CN2804700000000,28,47,"Harrison , MS",2006,"82,643","74,359","8,284",10
CN2804900000000,28,49,"Hinds , MS",2006,"118,328","111,647","6,681",5.6
CN2805100000000,28,51,"Holmes , MS",2006,"7,157","6,424",733,10.2
CN2805300000000,28,53,"Humphreys , MS",2006,"4,249","3,869",380,8.9
CN2805500000000,28,55,"Issaquena , MS",2006,729,659,70,9.6
CN2805700000000,28,57,"Itawamba , MS",2006,"10,220","9,580",640,6.3
CN2805900000000,28,59,"Jackson , MS",2006,"58,419","53,890","4,529",7.8
CN2806100000000,28,61,"Jasper , MS",2006,"7,518","7,079",439,5.8
CN2806300000000,28,63,"Jefferson , MS",2006,"2,723","2,387",336,12.3
CN2806500000000,28,65,"Jefferson Davis , MS",2006,"5,226","4,840",386,7.4
CN2806700000000,28,67,"Jones , MS",2006,"30,999","29,561","1,438",4.6
CN2806900000000,28,69,"Kemper , MS",2006,"4,120","3,784",336,8.2
CN2807100000000,28,71,"Lafayette , MS",2006,"21,677","20,692",985,4.5
CN2807300000000,28,73,"Lamar , MS",2006,"23,222","22,264",958,4.1
CN2807500000000,28,75,"Lauderdale , MS",2006,"33,025","30,971","2,054",6.2
CN2807700000000,28,77,"Lawrence , MS",2006,"5,071","4,696",375,7.4
CN2807900000000,28,79,"Leake , MS",2006,"8,220","7,670",550,6.7
CN2808100000000,28,81,"Lee , MS",2006,"37,754","35,542","2,212",5.9
CN2808300000000,28,83,"Leflore , MS",2006,"13,792","12,627","1,165",8.4
CN2808500000000,28,85,"Lincoln , MS",2006,"14,311","13,465",846,5.9
CN2808700000000,28,87,"Lowndes , MS",2006,"25,572","23,877","1,695",6.6
CN2808900000000,28,89,"Madison , MS",2006,"44,449","42,430","2,019",4.5
CN2809100000000,28,91,"Marion , MS",2006,"10,318","9,666",652,6.3
CN2809300000000,28,93,"Marshall , MS",2006,"14,986","13,842","1,144",7.6
CN2809500000000,28,95,"Monroe , MS",2006,"16,639","15,213","1,426",8.6
CN2809700000000,28,97,"Montgomery , MS",2006,"4,560","4,155",405,8.9
CN2809900000000,28,99,"Neshoba , MS",2006,"14,348","13,652",696,4.9
CN2810100000000,28,101,"Newton , MS",2006,"9,571","9,033",538,5.6
CN2810300000000,28,103,"Noxubee , MS",2006,"4,091","3,628",463,11.3
CN2810500000000,28,105,"Oktibbeha , MS",2006,"19,758","18,653","1,105",5.6
CN2810700000000,28,107,"Panola , MS",2006,"14,852","13,730","1,122",7.6
CN2810900000000,28,109,"Pearl River , MS",2006,"20,482","19,139","1,343",6.6
CN2811100000000,28,111,"Perry , MS",2006,"5,114","4,777",337,6.6
CN2811300000000,28,113,"Pike , MS",2006,"15,458","14,456","1,002",6.5
CN2811500000000,28,115,"Pontotoc , MS",2006,"13,289","12,520",769,5.8
CN2811700000000,28,117,"Prentiss , MS",2006,"11,159","10,375",784,7
